score,score_dealer,hard,score_if_hit,score_fin_dealer,game_id,hard_if_hit
13,4,True,19,17,21754,True
19,4,True,29,17,21754,True
13,8,True,20,20,21755,True
20,8,True,25,20,21755,True
11,8,True,18,20,21756,True
18,8,True,28,20,21756,True
11,8,True,21,20,21757,True
20,2,True,23,20,21758,True
9,2,True,13,20,21759,True
13,2,True,17,20,21759,True
17,2,True,18,20,21759,True
18,2,True,19,20,21759,True
19,2,True,29,20,21759,True
9,2,True,18,20,21760,True
18,2,True,24,20,21760,True
15,2,True,18,20,21761,True
18,2,True,23,20,21761,True
13,10,True,23,19,21762,True
12,10,True,22,19,21763,True
9,10,True,19,19,21764,True
19,10,True,26,19,21764,True
18,9,True,21,19,21765,True
11,9,True,14,19,21766,True
14,9,True,22,19,21766,True
13,9,True,23,19,21767,True
19,3,True,24,21,21768,True
19,3,True,29,21,21769,True
21,3,True,,21,21770,
19,2,True,24,17,21771,True
15,2,True,15,17,21772,True
15,2,True,25,17,21772,True
14,2,True,20,17,21773,True
20,2,True,30,17,21773,True
15,5,True,18,17,21774,True
18,5,True,21,17,21774,True
13,5,True,14,17,21775,True
14,5,True,15,17,21775,True
15,5,True,15,17,21775,True
15,5,True,25,17,21775,True
12,5,True,16,17,21776,True
16,5,True,26,17,21776,True
5,10,True,15,26,21777,True
15,10,True,16,26,21777,True
16,10,True,22,26,21777,True
5,10,True,8,26,21778,True
8,10,True,18,26,21778,True
18,10,True,28,26,21778,True
12,10,True,22,26,21779,True
16,10,True,18,26,21780,True
18,10,True,17,26,21780,True
17,10,True,24,26,21780,True
19,5,True,29,23,21781,True
13,5,True,23,23,21782,True
12,5,True,15,23,21783,True
15,5,True,18,23,21783,True
18,5,True,24,23,21783,True
14,11,True,21,18,21784,True
19,11,True,29,18,21785,True
9,11,True,20,18,21786,True
20,11,True,20,18,21786,True
20,11,True,30,18,21786,True
9,11,True,18,18,21787,True
18,11,True,22,18,21787,True
13,2,True,13,22,21788,True
13,2,True,15,22,21788,True
15,2,True,25,22,21788,True
9,2,True,19,22,21789,True
19,2,True,29,22,21789,True
10,2,True,19,22,21790,True
19,2,True,25,22,21790,True
9,10,True,17,25,21791,True
17,10,True,20,25,21791,True
20,10,True,27,25,21791,True
9,10,True,19,25,21792,True
19,10,True,29,25,21792,True
20,10,True,30,25,21793,True
13,10,True,20,25,21794,True
20,10,True,26,25,21794,True
15,11,True,24,21,21795,True
14,11,True,17,21,21796,True
17,11,True,27,21,21796,True
16,11,True,23,21,21797,True
17,7,True,23,17,21798,True
15,7,True,16,17,21799,True
16,7,True,26,17,21799,True
18,7,True,19,17,21800,True
19,7,True,24,17,21800,True
21,8,True,,23,21801,
20,8,True,30,23,21802,True
20,8,True,23,23,21803,True
14,7,True,15,23,21804,True
15,7,True,25,23,21804,True
15,7,True,22,23,21805,True
14,7,True,17,23,21806,True
17,7,True,27,23,21806,True
8,10,True,11,19,21807,True
11,10,True,21,19,21807,True
12,10,True,22,19,21808,True
11,10,True,21,19,21809,True
21,10,True,,18,21810,
17,10,True,25,18,21811,True
18,10,True,16,18,21812,True
16,10,True,22,18,21812,True
20,8,True,21,17,21813,True
12,8,True,15,17,21814,True
15,8,True,19,17,21814,True
19,8,True,28,17,21814,True
18,8,True,20,17,21815,True
20,8,True,21,17,21815,True
16,8,True,19,17,21816,True
19,8,True,23,17,21816,True
12,8,True,18,17,21817,True
18,8,True,19,17,21817,True
19,8,True,29,17,21817,True
18,8,True,28,17,21818,True
10,3,True,19,26,21819,True
19,3,True,25,26,21819,True
10,3,True,20,26,21820,True
20,3,True,29,26,21820,True
12,3,True,22,26,21821,True
11,3,True,13,26,21822,True
13,3,True,20,26,21822,True
20,3,True,28,26,21822,True
10,4,True,14,21,21823,True
14,4,True,22,21,21823,True
10,4,True,20,21,21824,True
20,4,True,25,21,21824,True
9,4,True,11,21,21825,True
11,4,True,16,21,21825,True
16,4,True,23,21,21825,True
19,4,True,29,21,21826,True
20,11,True,20,21,21827,True
20,11,True,24,21,21827,True
7,11,True,17,21,21828,True
17,11,True,19,21,21828,True
19,11,True,24,21,21828,True
17,11,True,18,21,21829,True
18,11,True,16,21,21829,True
16,11,True,26,21,21829,True
17,7,True,16,17,21830,True
16,7,True,22,17,21830,True
13,7,True,17,17,21831,True
17,7,True,22,17,21831,True
20,7,True,27,17,21832,True
8,6,True,18,18,21833,True
18,6,True,27,18,21833,True
13,6,True,14,18,21834,True
14,6,True,24,18,21834,True
13,6,True,17,18,21835,True
17,6,True,27,18,21835,True
10,6,True,20,25,21836,True
20,6,True,30,25,21836,True
10,6,True,20,25,21837,True
20,6,True,30,25,21837,True
13,6,True,16,25,21838,True
16,6,True,26,25,21838,True
17,6,True,19,25,21839,True
19,6,True,25,25,21839,True
10,10,True,17,24,21840,True
17,10,True,24,24,21840,True
19,10,True,29,24,21841,True
13,10,True,18,24,21842,True
18,10,True,26,24,21842,True
11,6,True,21,26,21843,True
15,6,True,19,26,21844,True
19,6,True,25,26,21844,True
14,6,True,19,26,21845,True
19,6,True,20,26,21845,True
20,6,True,15,26,21845,True
15,6,True,18,26,21845,True
18,6,True,19,26,21845,True
19,6,True,21,26,21845,True
13,10,True,17,17,21846,True
17,10,True,20,17,21846,True
20,10,True,21,17,21846,True
19,10,True,29,17,21847,True
12,10,True,22,17,21848,True
12,3,True,22,18,21849,True
15,3,True,14,18,21850,True
14,3,True,18,18,21850,True
18,3,True,28,18,21850,True
10,3,True,16,18,21851,True
16,3,True,23,18,21851,True
15,6,True,25,20,21852,True
19,6,True,29,20,21853,True
14,6,True,16,20,21854,True
16,6,True,17,20,21854,True
17,6,True,20,20,21854,True
20,6,True,25,20,21854,True
16,6,True,19,22,21855,True
19,6,True,29,22,21855,True
12,6,True,13,22,21856,True
13,6,True,19,22,21856,True
19,6,True,21,22,21856,True
17,6,True,19,22,21857,True
19,6,True,26,22,21857,True
13,4,True,23,17,21858,True
15,4,True,23,17,21859,True
14,4,True,18,17,21860,True
18,4,True,28,17,21860,True
8,10,True,17,20,21861,True
17,10,True,27,20,21861,True
17,10,True,27,20,21862,True
19,10,True,20,20,21863,True
20,10,True,30,20,21863,True
9,9,True,19,21,21864,True
19,9,True,28,21,21864,True
12,9,True,22,21,21865,True
15,9,True,24,21,21866,True
20,2,True,30,18,21867,True
7,2,True,10,18,21868,True
10,2,True,17,18,21868,True
17,2,True,27,18,21868,True
7,2,True,16,18,21869,True
16,2,True,24,18,21869,True
7,2,True,18,18,21870,True
18,2,True,18,18,21870,True
18,2,True,21,18,21870,True
20,11,True,28,17,21871,True
9,11,True,13,17,21872,True
13,11,True,22,17,21872,True
18,11,True,18,17,21873,True
18,11,True,25,17,21873,True
14,9,True,21,19,21874,True
17,9,True,26,19,21875,True
12,9,True,19,19,21876,True
19,9,True,25,19,21876,True
11,10,True,12,18,21877,True
12,10,True,22,18,21877,True
16,10,True,26,18,21878,True
10,10,True,21,18,21879,True
10,10,True,20,18,21880,True
20,10,True,29,18,21880,True
3,6,True,13,22,21881,True
13,6,True,22,22,21881,True
3,6,True,13,22,21882,True
13,6,True,15,22,21882,True
15,6,True,25,22,21882,True
16,6,True,16,22,21883,True
16,6,True,26,22,21883,True
8,6,True,11,22,21884,True
11,6,True,21,22,21884,True
12,2,True,19,19,21885,True
19,2,True,29,19,21885,True
21,2,True,,19,21886,
14,2,True,23,19,21887,True
12,11,True,15,19,21888,True
15,11,True,21,19,21888,True
17,11,True,19,19,21889,True
19,11,True,22,19,21889,True
7,11,True,11,19,21890,True
11,11,True,16,19,21890,True
16,11,True,26,19,21890,True
14,7,True,14,26,21891,True
14,7,True,21,26,21891,True
10,7,True,13,26,21892,True
13,7,True,23,26,21892,True
10,7,True,19,26,21893,True
19,7,True,25,26,21893,True
13,7,True,18,26,21894,True
18,7,True,19,26,21894,True
19,7,True,23,26,21894,True
14,9,True,13,26,21895,True
13,9,True,22,26,21895,True
6,9,True,17,26,21896,True
17,9,True,17,26,21896,True
17,9,True,24,26,21896,True
20,9,True,26,26,21897,True
19,7,True,14,17,21898,True
14,7,True,19,17,21898,True
19,7,True,29,17,21898,True
14,7,True,24,17,21899,True
10,7,True,21,17,21900,True
13,10,True,20,21,21901,True
20,10,True,30,21,21901,True
19,10,True,15,21,21902,True
15,10,True,24,21,21902,True
10,10,True,12,21,21903,True
12,10,True,19,21,21903,True
19,10,True,29,21,21903,True
10,10,True,17,21,21904,True
17,10,True,23,21,21904,True
16,10,True,23,24,21905,True
13,10,True,22,24,21906,True
15,10,True,19,24,21907,True
19,10,True,24,24,21907,True
17,3,True,27,20,21908,True
21,3,True,,20,21909,
18,3,True,20,20,21910,True
20,3,True,26,20,21910,True
20,3,True,14,21,21911,True
14,3,True,23,21,21911,True
8,3,True,11,21,21912,True
11,3,True,19,21,21912,True
19,3,True,29,21,21912,True
11,3,True,20,21,21913,True
20,3,True,26,21,21913,True
9,11,True,19,21,21914,True
19,11,True,23,21,21914,True
14,11,True,20,21,21915,True
20,11,True,29,21,21915,True
9,11,True,12,21,21916,True
12,11,True,15,21,21916,True
15,11,True,25,21,21916,True
14,2,True,17,24,21917,True
17,2,True,25,24,21917,True
16,2,True,26,24,21918,True
18,2,True,19,24,21919,True
19,2,True,29,24,21919,True
19,9,True,29,24,21920,True
12,9,True,15,24,21921,True
15,9,True,20,24,21921,True
20,9,True,24,24,21921,True
10,9,True,16,24,21922,True
16,9,True,21,24,21922,True
10,10,True,13,20,21923,True
13,10,True,20,20,21923,True
20,10,True,22,20,21923,True
10,10,True,19,20,21924,True
19,10,True,29,20,21924,True
14,10,True,24,20,21925,True
14,10,True,24,20,21926,True
20,10,True,28,20,21927,True
21,10,True,,20,21928,
19,10,True,29,20,21929,True
14,10,True,24,19,21930,True
7,10,True,16,19,21931,True
16,10,True,24,19,21931,True
7,10,True,13,19,21932,True
13,10,True,20,19,21932,True
20,10,True,29,19,21932,True
3,10,True,14,19,21933,True
14,10,True,16,19,21933,True
16,10,True,16,19,21933,True
16,10,True,24,19,21933,True
3,10,True,6,19,21934,True
6,10,True,11,19,21934,True
11,10,True,21,19,21934,True
17,9,True,27,19,21935,True
6,9,True,16,19,21936,True
16,9,True,26,19,21936,True
15,9,True,19,19,21937,True
19,9,True,25,19,21937,True
16,2,True,26,26,21938,True
2,2,True,12,26,21939,True
12,2,True,21,26,21939,True
2,2,True,6,26,21940,True
6,2,True,13,26,21940,True
13,2,True,23,26,21940,True
10,2,True,19,26,21941,True
19,2,True,23,26,21941,True
10,2,True,13,26,21942,True
13,2,True,19,26,21942,True
19,2,True,27,26,21942,True
15,10,True,20,17,21943,True
20,10,True,30,17,21943,True
17,10,True,18,17,21944,True
18,10,True,28,17,21944,True
15,10,True,24,17,21945,True
8,3,True,18,26,21946,True
18,3,True,24,26,21946,True
8,3,True,18,26,21947,True
18,3,True,28,26,21947,True
12,3,True,22,26,21948,True
21,3,True,,26,21949,
17,7,True,22,22,21950,True
18,7,True,23,22,21951,True
6,7,True,13,22,21952,True
13,7,True,23,22,21952,True
14,2,True,22,21,21953,True
13,2,True,23,21,21954,True
16,2,True,18,21,21955,True
18,2,True,23,21,21955,True
21,11,True,,17,21956,
13,11,True,18,17,21957,True
18,11,True,27,17,21957,True
18,11,True,25,17,21958,True
12,6,True,16,20,21959,True
16,6,True,23,20,21959,True
17,6,True,20,20,21960,True
20,6,True,30,20,21960,True
5,6,True,15,20,21961,True
15,6,True,21,20,21961,True
12,8,True,21,24,21962,True
13,8,True,17,24,21963,True
17,8,True,22,24,21963,True
10,8,True,16,24,21964,True
16,8,True,26,24,21964,True
8,8,True,18,17,21965,True
18,8,True,25,17,21965,True
9,8,True,19,17,21966,True
19,8,True,28,17,21966,True
21,8,True,,17,21967,
17,11,True,27,21,21968,True
15,11,True,19,21,21969,True
19,11,True,21,21,21969,True
10,11,True,15,21,21970,True
15,11,True,17,21,21970,True
17,11,True,27,21,21970,True
10,11,True,20,21,21971,True
20,11,True,28,21,21971,True
17,11,True,27,22,21972,True
12,11,True,22,22,21973,True
15,11,True,21,22,21974,True
13,11,True,19,23,21975,True
19,11,True,27,23,21975,True
16,11,True,23,23,21976,True
13,11,True,22,23,21977,True
14,9,True,15,19,21978,True
15,9,True,25,19,21978,True
14,9,True,15,19,21979,True
15,9,True,22,19,21979,True
15,9,True,24,19,21980,True
11,6,True,19,21,21981,True
19,6,True,29,21,21981,True
14,6,True,22,21,21982,True
14,6,True,19,21,21983,True
19,6,True,23,21,21983,True
13,10,True,23,22,21984,True
9,10,True,16,22,21985,True
16,10,True,26,22,21985,True
14,10,True,14,22,21986,True
14,10,True,20,22,21986,True
20,10,True,23,22,21986,True
12,7,True,22,23,21987,True
13,7,True,23,23,21988,True
10,7,True,16,23,21989,True
16,7,True,17,23,21989,True
17,7,True,21,23,21989,True
10,7,True,21,23,21990,True
7,3,True,17,22,21991,True
17,3,True,27,22,21991,True
20,3,True,16,22,21992,True
16,3,True,24,22,21992,True
14,3,True,24,22,21993,True
10,10,True,20,17,21994,True
20,10,True,21,17,21994,True
10,10,True,19,17,21995,True
19,10,True,29,17,21995,True
14,10,True,24,17,21996,True
8,10,True,10,17,21997,True
10,10,True,19,17,21997,True
19,10,True,28,17,21997,True
17,3,True,25,23,21998,True
21,3,True,,23,21999,
2,3,True,10,23,22000,True
10,3,True,17,23,22000,True
17,3,True,22,23,22000,True
2,3,True,7,23,22001,True
7,3,True,13,23,22001,True
13,3,True,23,23,22001,True
15,10,True,18,20,22002,True
18,10,True,25,20,22002,True
11,10,False,14,20,22003,True
14,10,True,18,20,22003,True
18,10,True,18,20,22003,True
18,10,True,23,20,22003,True
11,10,False,18,20,22004,True
18,10,True,20,20,22004,True
20,10,True,14,20,22004,True
14,10,True,24,20,22004,True
13,10,True,19,20,22005,True
19,10,True,24,20,22005,True
12,11,True,22,22,22006,True
16,11,True,25,22,22007,True
18,11,True,23,22,22008,True
11,9,True,15,25,22009,True
15,9,True,19,25,22009,True
19,9,True,21,25,22009,True
18,9,True,28,25,22010,True
21,9,True,,25,22011,
12,11,True,13,21,22012,True
13,11,True,23,21,22012,True
15,11,True,18,21,22013,True
18,11,True,28,21,22013,True
9,11,True,19,21,22014,True
19,11,True,28,21,22014,True
15,7,True,25,22,22015,True
17,7,True,26,22,22016,True
19,7,True,29,22,22017,True
8,2,True,18,20,22018,True
18,2,True,19,20,22018,True
19,2,True,29,20,22018,True
8,2,True,17,20,22019,True
17,2,True,23,20,22019,True
17,2,True,24,20,22020,True
15,2,True,18,20,22021,True
18,2,True,20,20,22021,True
20,2,True,16,20,22021,True
16,2,True,26,20,22021,True
4,8,True,9,23,22022,True
9,8,True,13,23,22022,True
13,8,True,16,23,22022,True
16,8,True,26,23,22022,True
4,8,True,13,23,22023,True
13,8,True,23,23,22023,True
7,8,True,17,23,22024,True
17,8,True,18,23,22024,True
18,8,True,23,23,22024,True
21,8,True,,23,22025,
21,10,True,,25,22026,
21,10,True,,25,22027,
15,10,True,22,25,22028,True
19,4,True,19,19,22029,True
19,4,True,21,19,22029,True
17,4,True,25,19,22030,True
10,4,True,16,19,22031,True
16,4,True,26,19,22031,True
10,4,True,12,19,22032,True
12,4,True,17,19,22032,True
17,4,True,18,19,22032,True
18,4,True,24,19,22032,True
14,5,True,24,25,22033,True
13,5,True,14,25,22034,True
14,5,True,23,25,22034,True
14,5,True,23,25,22035,True
12,7,True,16,19,22036,True
16,7,True,19,19,22036,True
19,7,True,28,19,22036,True
16,7,True,26,19,22037,True
21,7,True,,19,22038,
18,3,True,21,17,22039,True
4,3,True,15,17,22040,True
15,3,True,12,17,22040,True
12,3,True,22,17,22040,True
4,3,True,10,17,22041,True
10,3,True,12,17,22041,True
12,3,True,15,17,22041,True
15,3,True,21,17,22041,True
13,3,True,18,17,22042,True
18,3,True,28,17,22042,True
20,6,True,27,23,22043,True
10,6,True,13,23,22044,True
13,6,True,23,23,22044,True
10,6,True,13,23,22045,True
13,6,True,20,23,22045,True
20,6,True,30,23,22045,True
12,6,True,22,23,22046,True
10,6,True,13,23,22047,True
13,6,True,23,23,22047,True
13,6,True,23,23,22048,True
15,6,True,24,23,22049,True
15,10,True,12,21,22050,True
12,10,True,21,21,22050,True
16,10,True,20,21,22051,True
20,10,True,30,21,22051,True
17,10,True,17,21,22052,True
17,10,True,22,21,22052,True
15,10,True,22,17,22053,True
18,10,True,27,17,22054,True
11,10,True,14,17,22055,True
14,10,True,24,17,22055,True
16,11,True,25,18,22056,True
8,11,True,16,18,22057,True
16,11,True,21,18,22057,True
13,11,True,23,18,22058,True
15,2,True,25,20,22059,True
7,2,True,11,20,22060,True
11,2,True,19,20,22060,True
19,2,True,29,20,22060,True
10,2,True,20,20,22061,True
20,2,True,23,20,22061,True
12,11,True,13,21,22062,True
13,11,True,23,21,22062,True
12,11,True,19,21,22063,True
19,11,True,27,21,22063,True
11,11,True,21,21,22064,True
16,3,True,26,17,22065,True
2,3,True,7,17,22066,True
7,3,True,14,17,22066,True
14,3,True,23,17,22066,True
2,3,True,12,17,22067,True
12,3,True,14,17,22067,True
14,3,True,24,17,22067,True
14,3,True,22,17,22068,True
14,10,True,24,21,22069,True
20,10,True,25,21,22070,True
14,10,True,23,21,22071,True
17,4,True,27,18,22072,True
11,4,True,21,18,22073,True
15,4,True,15,18,22074,True
15,4,True,20,18,22074,True
20,4,True,23,18,22074,True
10,7,True,16,19,22075,True
16,7,True,20,19,22075,True
20,7,True,21,19,22075,True
10,7,True,14,19,22076,True
14,7,True,24,19,22076,True
20,7,True,26,19,22077,True
13,7,True,13,19,22078,True
13,7,True,23,19,22078,True
6,10,True,14,20,22079,True
14,10,True,16,20,22079,True
16,10,True,21,20,22079,True
10,10,True,18,20,22080,True
18,10,True,20,20,22080,True
20,10,True,26,20,22080,True
10,10,True,20,20,22081,True
20,10,True,30,20,22081,True
15,10,True,18,20,22082,True
18,10,True,19,20,22082,True
19,10,True,29,20,22082,True
10,6,True,20,23,22083,True
20,6,True,24,23,22083,True
10,6,True,20,23,22084,True
20,6,True,30,23,22084,True
11,6,True,13,23,22085,True
13,6,True,18,23,22085,True
18,6,True,23,23,22085,True
19,6,True,23,23,22086,True
10,6,True,18,26,22087,True
18,6,True,28,26,22087,True
12,6,True,21,26,22088,True
10,6,True,13,26,22089,True
13,6,True,23,26,22089,True
17,11,True,27,21,22090,True
9,11,True,12,21,22091,True
12,11,True,22,21,22091,True
11,11,False,19,21,22092,True
19,11,True,15,21,22092,True
15,11,True,25,21,22092,True
11,11,False,18,21,22093,True
18,11,True,19,21,22093,True
19,11,True,15,21,22093,True
15,11,True,25,21,22093,True
11,10,True,21,18,22094,True
16,10,True,23,18,22095,True
19,10,True,23,18,22096,True
18,9,True,19,22,22097,True
19,9,True,29,22,22097,True
17,9,True,21,22,22098,True
17,9,True,27,22,22099,True
20,11,True,23,21,22100,True
14,11,True,16,21,22101,True
16,11,True,23,21,22101,True
11,11,True,21,21,22102,True
11,10,True,21,20,22103,True
19,10,True,29,20,22104,True
19,10,True,14,20,22105,True
14,10,True,18,20,22105,True
18,10,True,24,20,22105,True
9,6,True,13,20,22106,True
13,6,True,14,20,22106,True
14,6,True,24,20,22106,True
9,6,True,17,20,22107,True
17,6,True,27,20,22107,True
20,6,True,24,20,22108,True
12,6,True,17,20,22109,True
17,6,True,27,20,22109,True
20,10,True,29,18,22110,True
13,10,True,18,18,22111,True
18,10,True,28,18,22111,True
10,10,True,13,18,22112,True
13,10,True,20,18,22112,True
20,10,True,30,18,22112,True
17,10,True,26,19,22113,True
14,10,True,23,19,22114,True
16,10,True,26,19,22115,True
14,5,True,19,23,22116,True
19,5,True,29,23,22116,True
14,5,True,24,23,22117,True
10,5,True,12,23,22118,True
12,5,True,20,23,22118,True
20,5,True,26,23,22118,True
15,6,True,18,17,22119,True
18,6,True,18,17,22119,True
18,6,True,28,17,22119,True
20,6,True,21,17,22120,True
10,6,True,14,17,22121,True
14,6,True,21,17,22121,True
10,6,True,17,17,22122,True
17,6,True,27,17,22122,True
17,10,True,15,20,22123,True
15,10,True,24,20,22123,True
15,10,True,19,20,22124,True
19,10,True,29,20,22124,True
3,10,True,13,20,22125,True
13,10,True,21,20,22125,True
3,10,True,13,20,22126,True
13,10,True,14,20,22126,True
14,10,True,24,20,22126,True
14,10,True,18,26,22127,True
18,10,True,21,26,22127,True
9,10,True,16,26,22128,True
16,10,True,25,26,22128,True
20,10,True,26,26,22129,True
15,11,True,21,21,22130,True
13,11,True,20,21,22131,True
20,11,True,23,21,22131,True
11,11,True,16,21,22132,True
16,11,True,26,21,22132,True
9,8,True,19,22,22133,True
19,8,True,28,22,22133,True
10,8,True,20,22,22134,True
20,8,True,26,22,22134,True
10,8,True,19,22,22135,True
19,8,True,23,22,22135,True
20,8,True,27,22,22136,True
12,9,True,22,17,22137,True
8,9,True,18,17,22138,True
18,9,True,23,17,22138,True
20,9,True,29,17,22139,True
21,8,True,,21,22140,
5,8,True,15,21,22141,True
15,8,True,19,21,22141,True
19,8,True,26,21,22141,True
16,8,True,26,21,22142,True
13,6,True,16,21,22143,True
16,6,True,24,21,22143,True
19,6,True,28,21,22144,True
15,6,True,16,21,22145,True
16,6,True,26,21,22145,True
17,6,True,21,22,22146,True
21,6,True,,22,22147,
13,6,True,14,22,22148,True
14,6,True,24,22,22148,True
12,11,True,22,19,22149,True
19,11,True,28,19,22150,True
15,11,True,25,19,22151,True
10,10,True,17,19,22152,True
17,10,True,19,19,22152,True
19,10,True,24,19,22152,True
10,10,True,17,19,22153,True
17,10,True,20,19,22153,True
20,10,True,30,19,22153,True
11,10,True,21,19,22154,True
11,10,True,21,19,22155,True
13,10,True,20,19,22156,True
20,10,True,21,19,22156,True
13,10,True,18,19,22157,True
18,10,True,21,19,22157,True
20,10,True,23,19,22158,True
19,4,True,28,24,22159,True
14,4,True,24,24,22160,True
19,4,True,21,24,22161,True
6,7,True,9,18,22162,True
9,7,True,20,18,22162,True
20,7,True,20,18,22162,True
20,7,True,21,18,22162,True
6,7,True,8,18,22163,True
8,7,True,13,18,22163,True
13,7,True,16,18,22163,True
16,7,True,26,18,22163,True
15,7,True,16,18,22164,True
16,7,True,18,18,22164,True
18,7,True,28,18,22164,True
13,7,True,21,18,22165,True
5,9,True,13,24,22166,True
13,9,True,23,24,22166,True
18,9,True,21,24,22167,True
5,9,True,12,24,22168,True
12,9,True,22,24,22168,True
14,11,True,16,21,22169,True
16,11,True,17,21,22169,True
17,11,True,27,21,22169,True
15,11,True,15,21,22170,True
15,11,True,24,21,22170,True
15,11,True,22,21,22171,True
15,8,True,16,26,22172,True
16,8,True,25,26,22172,True
12,8,True,15,26,22173,True
15,8,True,20,26,22173,True
20,8,True,30,26,22173,True
6,8,True,14,26,22174,True
14,8,True,15,26,22174,True
15,8,True,17,26,22174,True
17,8,True,19,26,22174,True
19,8,True,24,26,22174,True
14,11,True,17,18,22175,True
17,11,True,20,18,22175,True
20,11,True,27,18,22175,True
21,11,True,,18,22176,
12,11,True,14,18,22177,True
14,11,True,22,18,22177,True
10,9,True,15,18,22178,True
15,9,True,22,18,22178,True
10,9,True,20,18,22179,True
20,9,True,24,18,22179,True
10,9,True,21,18,22180,True
10,9,True,20,18,22181,True
20,9,True,30,18,22181,True
15,9,True,24,18,22182,True
9,2,True,19,23,22183,True
19,2,True,23,23,22183,True
8,2,True,18,23,22184,True
18,2,True,24,23,22184,True
13,2,True,23,23,22185,True
21,10,True,,17,22186,
21,10,True,,17,22187,
20,10,True,21,17,22188,True
15,8,True,20,21,22189,True
20,8,True,27,21,22189,True
14,8,True,19,21,22190,True
19,8,True,21,21,22190,True
7,8,True,18,21,22191,True
18,8,True,18,21,22191,True
18,8,True,24,21,22191,True
20,10,True,30,18,22192,True
11,10,False,15,18,22193,True
15,10,True,12,18,22193,True
12,10,True,22,18,22193,True
11,10,False,14,18,22194,True
14,10,True,14,18,22194,True
14,10,True,16,18,22194,True
16,10,True,17,18,22194,True
17,10,True,27,18,22194,True
9,10,True,19,18,22195,True
19,10,True,23,18,22195,True
12,9,True,13,17,22196,True
13,9,True,17,17,22196,True
17,9,True,27,17,22196,True
16,9,True,14,17,22197,True
14,9,True,24,17,22197,True
15,9,True,25,17,22198,True
15,7,True,18,17,22199,True
18,7,True,25,17,22199,True
11,7,True,21,17,22200,True
12,7,True,14,17,22201,True
14,7,True,24,17,22201,True
10,8,True,14,18,22202,True
14,8,True,24,18,22202,True
9,8,True,19,18,22203,True
19,8,True,29,18,22203,True
12,8,True,18,18,22204,True
18,8,True,28,18,22204,True
10,6,True,19,17,22205,True
19,6,True,29,17,22205,True
7,6,True,17,17,22206,True
17,6,True,27,17,22206,True
14,6,True,22,17,22207,True
15,4,True,17,22,22208,True
17,4,True,23,22,22208,True
20,4,True,21,22,22209,True
18,4,True,18,22,22210,True
18,4,True,27,22,22210,True
18,10,True,28,21,22211,True
6,10,True,11,21,22212,True
11,10,True,15,21,22212,True
15,10,True,25,21,22212,True
14,10,True,24,21,22213,True
17,2,True,20,22,22214,True
20,2,True,21,22,22214,True
18,2,True,28,22,22215,True
11,2,True,17,22,22216,True
17,2,True,22,22,22216,True
12,8,True,22,18,22217,True
15,8,True,25,18,22218,True
12,8,True,15,18,22219,True
15,8,True,24,18,22219,True
12,10,True,17,20,22220,True
17,10,True,18,20,22220,True
18,10,True,22,20,22220,True
19,10,True,27,20,22221,True
12,10,True,18,20,22222,True
18,10,True,25,20,22222,True
9,10,True,15,21,22223,True
15,10,True,25,21,22223,True
20,10,True,27,21,22224,True
12,10,True,20,21,22225,True
20,10,True,30,21,22225,True
11,5,True,12,18,22226,True
12,5,True,16,18,22226,True
16,5,True,26,18,22226,True
6,5,True,10,18,22227,True
10,5,True,12,18,22227,True
12,5,True,22,18,22227,True
6,5,True,16,18,22228,True
16,5,True,26,18,22228,True
12,5,True,16,18,22229,True
16,5,True,19,18,22229,True
19,5,True,21,18,22229,True
16,7,True,26,21,22230,True
17,7,True,27,21,22231,True
10,7,True,13,21,22232,True
13,7,True,14,21,22232,True
14,7,True,21,21,22232,True
10,7,True,15,21,22233,True
15,7,True,23,21,22233,True
4,10,True,12,18,22234,True
12,10,True,19,18,22234,True
19,10,True,29,18,22234,True
4,10,True,8,18,22235,True
8,10,True,18,18,22235,True
18,10,True,20,18,22235,True
20,10,True,23,18,22235,True
13,10,True,14,18,22236,True
14,10,True,24,18,22236,True
19,10,True,29,18,22237,True
11,8,True,15,18,22238,True
15,8,True,20,18,22238,True
20,8,True,25,18,22238,True
17,8,True,14,18,22239,True
14,8,True,20,18,22239,True
20,8,True,21,18,22239,True
3,8,True,13,18,22240,True
13,8,True,23,18,22240,True
3,8,True,5,18,22241,True
5,8,True,13,18,22241,True
13,8,True,15,18,22241,True
15,8,True,19,18,22241,True
19,8,True,29,18,22241,True
14,11,True,24,21,22242,True
12,11,True,19,21,22243,True
19,11,True,20,21,22243,True
20,11,True,25,21,22243,True
20,11,True,27,21,22244,True
14,10,True,21,18,22245,True
14,10,True,18,18,22246,True
18,10,True,22,18,22246,True
13,10,True,23,18,22247,True
12,4,True,13,17,22248,True
13,4,True,23,17,22248,True
10,4,True,16,17,22249,True
16,4,True,22,17,22249,True
10,4,True,12,17,22250,True
12,4,True,15,17,22250,True
15,4,True,17,17,22250,True
17,4,True,27,17,22250,True
17,4,True,18,17,22251,True
18,4,True,22,17,22251,True
11,5,True,15,25,22252,True
15,5,True,20,25,22252,True
20,5,True,25,25,22252,True
16,5,True,22,25,22253,True
10,5,True,12,25,22254,True
12,5,True,14,25,22254,True
14,5,True,24,25,22254,True
10,6,True,13,18,22255,True
13,6,True,17,18,22255,True
17,6,True,20,18,22255,True
20,6,True,27,18,22255,True
10,6,True,20,18,22256,True
20,6,True,27,18,22256,True
