score,score_dealer,hard,score_if_hit,score_fin_dealer,game_id,hard_if_hit
19,5,True,14,22,16049,True
14,5,True,24,22,16049,True
17,5,True,23,22,16050,True
10,5,True,13,22,16051,True
13,5,True,22,22,16051,True
21,7,True,,24,16052,
14,7,True,18,24,16053,True
18,7,True,22,24,16053,True
8,7,True,10,24,16054,True
10,7,True,20,24,16054,True
20,7,True,30,24,16054,True
8,7,True,16,17,16055,True
16,7,True,26,17,16055,True
8,7,True,18,17,16056,True
18,7,True,28,17,16056,True
13,7,True,20,17,16057,True
20,7,True,21,17,16057,True
20,7,True,16,17,16058,True
16,7,True,19,17,16058,True
19,7,True,29,17,16058,True
11,5,True,20,20,16059,True
20,5,True,30,20,16059,True
19,5,True,24,20,16060,True
10,5,True,18,20,16061,True
18,5,True,20,20,16061,True
20,5,True,23,20,16061,True
12,3,True,18,17,16062,True
18,3,True,26,17,16062,True
12,3,True,19,17,16063,True
19,3,True,25,17,16063,True
16,3,True,24,17,16064,True
15,8,True,22,19,16065,True
21,8,True,,19,16066,
15,8,True,24,19,16067,True
6,3,True,8,17,16068,True
8,3,True,16,17,16068,True
16,3,True,18,17,16068,True
18,3,True,26,17,16068,True
6,3,True,17,17,16069,True
17,3,True,14,17,16069,True
14,3,True,24,17,16069,True
10,3,True,20,17,16070,True
20,3,True,22,17,16070,True
10,3,True,18,17,16071,True
18,3,True,19,17,16071,True
19,3,True,29,17,16071,True
17,3,True,27,17,16072,True
13,11,True,12,24,16073,True
12,11,True,14,24,16073,True
14,11,True,24,24,16073,True
15,11,True,25,24,16074,True
9,11,True,19,24,16075,True
19,11,True,29,24,16075,True
16,9,True,23,19,16076,True
9,9,True,19,19,16077,True
19,9,True,22,19,16077,True
16,9,True,20,19,16078,True
20,9,True,30,19,16078,True
17,4,True,23,17,16079,True
15,4,True,18,17,16080,True
18,4,True,19,17,16080,True
19,4,True,27,17,16080,True
12,4,True,16,17,16081,True
16,4,True,26,17,16081,True
21,7,True,,17,16082,
21,7,True,,17,16083,
12,7,True,18,17,16084,True
18,7,True,23,17,16084,True
10,4,True,13,25,16085,True
13,4,True,23,25,16085,True
8,4,True,14,25,16086,True
14,4,True,16,25,16086,True
16,4,True,26,25,16086,True
18,4,True,17,25,16087,True
17,4,True,25,25,16087,True
15,10,True,16,25,16088,True
16,10,True,26,25,16088,True
12,10,True,22,25,16089,True
12,10,True,21,25,16090,True
13,9,True,23,21,16091,True
20,9,True,30,21,16092,True
15,9,True,25,21,16093,True
8,11,True,18,22,16094,True
18,11,True,28,22,16094,True
12,11,True,21,22,16095,True
18,11,True,23,22,16096,True
13,3,True,19,20,16097,True
19,3,True,23,20,16097,True
17,3,True,19,20,16098,True
19,3,True,29,20,16098,True
10,3,True,18,20,16099,True
18,3,True,28,20,16099,True
15,10,True,25,24,16100,True
12,10,True,19,24,16101,True
19,10,True,29,24,16101,True
13,10,True,17,24,16102,True
17,10,True,19,24,16102,True
19,10,True,28,24,16102,True
13,11,True,19,20,16103,True
19,11,True,16,20,16103,True
16,11,True,23,20,16103,True
17,11,True,22,20,16104,True
15,11,True,20,20,16105,True
20,11,True,27,20,16105,True
7,7,True,17,24,16106,True
17,7,True,27,24,16106,True
16,7,True,21,24,16107,True
12,7,True,14,24,16108,True
14,7,True,18,24,16108,True
18,7,True,20,24,16108,True
20,7,True,23,24,16108,True
12,8,True,21,25,16109,True
14,8,True,24,25,16110,True
12,8,True,14,25,16111,True
14,8,True,24,25,16111,True
12,11,True,22,17,16112,True
18,11,True,28,17,16113,True
11,11,True,21,17,16114,True
14,10,True,15,17,16115,True
15,10,True,16,17,16115,True
16,10,True,26,17,16115,True
13,10,True,16,17,16116,True
16,10,True,19,17,16116,True
19,10,True,21,17,16116,True
16,10,True,26,17,16117,True
21,9,True,,19,16118,
15,9,True,25,19,16119,True
8,9,True,19,19,16120,True
19,9,True,19,19,16120,True
19,9,True,22,19,16120,True
8,9,True,17,19,16121,True
17,9,True,18,19,16121,True
18,9,True,20,19,16121,True
20,9,True,24,19,16121,True
15,10,True,23,20,16122,True
10,10,True,14,20,16123,True
14,10,True,24,20,16123,True
10,10,True,16,20,16124,True
16,10,True,21,20,16124,True
17,10,True,27,20,16125,True
17,10,True,26,25,16126,True
15,10,True,25,25,16127,True
2,10,True,4,25,16128,True
4,10,True,12,25,16128,True
12,10,True,19,25,16128,True
19,10,True,29,25,16128,True
2,10,True,7,25,16129,True
7,10,True,11,25,16129,True
11,10,True,20,25,16129,True
20,10,True,25,25,16129,True
12,10,True,22,21,16130,True
20,10,True,21,21,16131,True
21,10,True,,21,16132,
20,8,True,30,17,16133,True
14,8,True,20,17,16134,True
20,8,True,30,17,16134,True
18,8,True,28,17,16135,True
10,6,True,13,17,16136,True
13,6,True,16,17,16136,True
16,6,True,21,17,16136,True
10,6,True,16,17,16137,True
16,6,True,22,17,16137,True
11,6,True,13,17,16138,True
13,6,True,23,17,16138,True
14,6,True,22,17,16139,True
14,10,True,16,20,16140,True
16,10,True,23,20,16140,True
8,10,True,11,20,16141,True
11,10,True,16,20,16141,True
16,10,True,26,20,16141,True
10,10,True,15,20,16142,True
15,10,True,16,20,16142,True
16,10,True,26,20,16142,True
10,10,True,17,20,16143,True
17,10,True,23,20,16143,True
15,9,True,19,17,16144,True
19,9,True,29,17,16144,True
18,9,True,28,17,16145,True
13,9,True,23,17,16146,True
16,9,True,21,19,16147,True
14,9,True,15,19,16148,True
15,9,True,17,19,16148,True
17,9,True,27,19,16148,True
11,9,True,20,19,16149,True
20,9,True,23,19,16149,True
13,10,True,16,20,16150,True
16,10,True,24,20,16150,True
13,10,True,14,20,16151,True
14,10,True,13,20,16151,True
13,10,True,20,20,16151,True
20,10,True,24,20,16151,True
12,10,True,17,20,16152,True
17,10,True,20,20,16152,True
20,10,True,25,20,16152,True
10,2,True,18,18,16153,True
18,2,True,24,18,16153,True
10,2,True,14,18,16154,True
14,2,True,16,18,16154,True
16,2,True,20,18,16154,True
20,2,True,29,18,16154,True
15,2,True,17,18,16155,True
17,2,True,27,18,16155,True
7,2,True,18,18,16156,True
18,2,True,21,18,16156,True
7,2,True,17,18,16157,True
17,2,True,26,18,16157,True
16,10,True,26,21,16158,True
10,10,True,20,21,16159,True
20,10,True,30,21,16159,True
20,10,True,30,21,16160,True
15,5,True,18,17,16161,True
18,5,True,20,17,16161,True
20,5,True,26,17,16161,True
21,5,True,,17,16162,
14,5,True,17,17,16163,True
17,5,True,18,17,16163,True
18,5,True,26,17,16163,True
20,7,True,30,23,16164,True
21,7,True,,23,16165,
7,7,True,12,23,16166,True
12,7,True,18,23,16166,True
18,7,True,26,23,16166,True
7,7,True,17,23,16167,True
17,7,True,26,23,16167,True
3,4,True,6,24,16168,True
6,4,True,16,24,16168,True
16,4,True,26,24,16168,True
3,4,True,7,24,16169,True
7,4,True,17,24,16169,True
17,4,True,27,24,16169,True
8,4,True,13,24,16170,True
13,4,True,14,24,16170,True
14,4,True,18,24,16170,True
18,4,True,27,24,16170,True
19,4,True,25,24,16171,True
18,2,True,28,26,16172,True
16,2,True,26,26,16173,True
16,2,True,16,26,16174,True
16,2,True,26,26,16174,True
17,10,True,19,20,16175,True
19,10,True,21,20,16175,True
15,10,True,23,20,16176,True
20,10,True,29,20,16177,True
17,10,True,21,20,16178,True
11,10,True,21,20,16179,True
10,10,True,15,20,16180,True
15,10,True,25,20,16180,True
13,9,True,15,19,16181,True
15,9,True,21,19,16181,True
14,9,True,24,19,16182,True
19,9,True,28,19,16183,True
7,11,True,15,21,16184,True
15,11,True,23,21,16184,True
10,11,True,20,21,16185,True
20,11,True,30,21,16185,True
10,11,True,14,21,16186,True
14,11,True,21,21,16186,True
13,11,True,16,21,16187,True
16,11,True,26,21,16187,True
7,4,True,9,23,16188,True
9,4,True,17,23,16188,True
17,4,True,27,23,16188,True
7,4,True,17,23,16189,True
17,4,True,20,23,16189,True
20,4,True,24,23,16189,True
10,4,True,19,23,16190,True
19,4,True,29,23,16190,True
17,4,True,21,23,16191,True
8,7,True,18,20,16192,True
18,7,True,24,20,16192,True
7,7,True,12,20,16193,True
12,7,True,22,20,16193,True
11,7,True,12,20,16194,True
12,7,True,22,20,16194,True
14,6,True,15,26,16195,True
15,6,True,25,26,16195,True
20,6,True,20,26,16196,True
20,6,True,23,26,16196,True
18,6,True,26,26,16197,True
17,4,True,27,24,16198,True
12,4,True,22,24,16199,True
13,4,True,14,24,16200,True
14,4,True,24,24,16200,True
11,11,True,18,21,16201,True
18,11,True,22,21,16201,True
15,11,True,20,21,16202,True
20,11,True,30,21,16202,True
6,11,True,13,21,16203,True
13,11,True,23,21,16203,True
6,11,True,12,21,16204,True
12,11,True,16,21,16204,True
16,11,True,17,21,16204,True
17,11,True,27,21,16204,True
14,10,True,22,26,16205,True
18,10,True,25,26,16206,True
10,10,True,19,26,16207,True
19,10,True,29,26,16207,True
8,6,True,18,20,16208,True
18,6,True,26,20,16208,True
10,6,True,15,20,16209,True
15,6,True,17,20,16209,True
17,6,True,27,20,16209,True
10,6,True,13,20,16210,True
13,6,True,14,20,16210,True
14,6,True,19,20,16210,True
19,6,True,25,20,16210,True
17,6,True,19,20,16211,True
19,6,True,29,20,16211,True
11,10,True,21,19,16212,True
10,10,True,14,19,16213,True
14,10,True,17,19,16213,True
17,10,True,27,19,16213,True
10,10,True,13,19,16214,True
13,10,True,23,19,16214,True
17,10,True,27,19,16215,True
10,2,True,17,20,16216,True
17,2,True,21,20,16216,True
10,2,True,16,20,16217,True
16,2,True,25,20,16217,True
18,2,True,26,20,16218,True
19,2,True,28,20,16219,True
5,8,True,12,19,16220,True
12,8,True,13,19,16220,True
13,8,True,15,19,16220,True
15,8,True,19,19,16220,True
19,8,True,29,19,16220,True
17,8,True,27,19,16221,True
21,8,True,,19,16222,
12,9,True,22,19,16223,True
21,9,True,,19,16224,
16,9,True,21,19,16225,True
9,10,True,19,20,16226,True
19,10,True,23,20,16226,True
16,10,True,16,20,16227,True
16,10,True,23,20,16227,True
18,10,True,20,20,16228,True
20,10,True,30,20,16228,True
7,10,True,10,20,16229,True
10,10,True,20,20,16229,True
20,10,True,28,20,16229,True
14,10,True,20,20,16230,True
20,10,True,28,20,16230,True
13,10,True,15,20,16231,True
15,10,True,20,20,16231,True
20,10,True,30,20,16231,True
7,9,True,16,17,16232,True
16,9,True,26,17,16232,True
19,9,True,23,17,16233,True
10,9,True,16,17,16234,True
16,9,True,26,17,16234,True
15,3,True,25,19,16235,True
21,3,True,,19,16236,
21,3,True,,19,16237,
19,9,True,29,17,16238,True
5,9,True,15,17,16239,True
15,9,True,18,17,16239,True
18,9,True,19,17,16239,True
19,9,True,21,17,16239,True
15,9,True,19,17,16240,True
19,9,True,28,17,16240,True
10,5,True,12,18,16241,True
12,5,True,17,18,16241,True
17,5,True,22,18,16241,True
10,5,True,16,18,16242,True
16,5,True,17,18,16242,True
17,5,True,23,18,16242,True
19,5,True,23,18,16243,True
18,5,True,26,18,16244,True
18,2,True,25,22,16245,True
13,2,True,17,22,16246,True
17,2,True,21,22,16246,True
11,2,True,16,22,16247,True
16,2,True,26,22,16247,True
9,10,True,13,18,16248,True
13,10,True,20,18,16248,True
20,10,True,30,18,16248,True
9,10,True,19,18,16249,True
19,10,True,28,18,16249,True
20,10,True,26,18,16250,True
13,10,True,23,18,16251,True
17,5,True,25,21,16252,True
17,5,True,18,21,16253,True
18,5,True,23,21,16253,True
12,5,True,15,21,16254,True
15,5,True,20,21,16254,True
20,5,True,28,21,16254,True
20,11,True,20,18,16255,True
20,11,True,28,18,16255,True
9,11,True,17,18,16256,True
17,11,True,19,18,16256,True
19,11,True,28,18,16256,True
10,11,True,20,18,16257,True
20,11,True,30,18,16257,True
10,11,True,20,18,16258,True
20,11,True,29,18,16258,True
14,5,True,16,17,16259,True
16,5,True,25,17,16259,True
9,5,True,16,17,16260,True
16,5,True,22,17,16260,True
16,5,True,24,17,16261,True
12,10,True,16,17,16262,True
16,10,True,17,17,16262,True
17,10,True,24,17,16262,True
19,10,True,27,17,16263,True
19,10,True,19,17,16264,True
19,10,True,29,17,16264,True
16,5,True,16,20,16265,True
16,5,True,18,20,16265,True
18,5,True,21,20,16265,True
9,5,True,12,20,16266,True
12,5,True,22,20,16266,True
18,5,True,23,20,16267,True
15,10,True,22,18,16268,True
14,10,True,24,18,16269,True
16,10,True,16,18,16270,True
16,10,True,24,18,16270,True
17,10,True,19,20,16271,True
19,10,True,23,20,16271,True
6,10,True,8,20,16272,True
8,10,True,15,20,16272,True
15,10,True,24,20,16272,True
12,10,True,19,20,16273,True
19,10,True,29,20,16273,True
13,3,True,14,19,16274,True
14,3,True,18,19,16274,True
18,3,True,27,19,16274,True
17,3,True,15,19,16275,True
15,3,True,25,19,16275,True
11,3,True,17,19,16276,True
17,3,True,27,19,16276,True
10,10,True,17,20,16277,True
17,10,True,27,20,16277,True
10,10,True,20,20,16278,True
20,10,True,29,20,16278,True
6,10,True,12,20,16279,True
12,10,True,13,20,16279,True
13,10,True,23,20,16279,True
13,10,True,17,20,16280,True
17,10,True,22,20,16280,True
12,2,True,18,24,16281,True
18,2,True,28,24,16281,True
10,2,True,19,24,16282,True
19,2,True,23,24,16282,True
7,2,True,17,24,16283,True
17,2,True,23,24,16283,True
21,4,True,,21,16284,
17,4,True,22,21,16285,True
11,4,True,20,21,16286,True
20,4,True,30,21,16286,True
17,10,True,19,24,16287,True
19,10,True,25,24,16287,True
13,10,True,23,24,16288,True
11,10,True,18,24,16289,True
18,10,True,20,24,16289,True
20,10,True,30,24,16289,True
10,10,True,18,20,16290,True
18,10,True,21,20,16290,True
10,10,True,18,20,16291,True
18,10,True,19,20,16291,True
19,10,True,23,20,16291,True
11,10,True,14,20,16292,True
14,10,True,23,20,16292,True
9,10,True,19,20,16293,True
19,10,True,29,20,16293,True
9,10,True,19,20,16294,True
19,10,True,27,20,16294,True
14,10,True,20,20,16295,True
20,10,True,30,20,16295,True
10,10,True,20,20,16296,True
20,10,True,21,20,16296,True
10,10,True,17,20,16297,True
17,10,True,22,20,16297,True
11,10,True,18,20,16298,True
18,10,True,20,20,16298,True
20,10,True,27,20,16298,True
18,8,True,25,19,16299,True
8,8,True,15,19,16300,True
15,8,True,16,19,16300,True
16,8,True,25,19,16300,True
12,8,True,15,19,16301,True
15,8,True,18,19,16301,True
18,8,True,22,19,16301,True
20,3,True,21,23,16302,True
10,3,True,16,23,16303,True
16,3,True,26,23,16303,True
10,3,True,18,23,16304,True
18,3,True,20,23,16304,True
20,3,True,23,23,16304,True
9,3,True,19,23,16305,True
19,3,True,26,23,16305,True
6,2,True,16,23,16306,True
16,2,True,26,23,16306,True
15,2,True,22,23,16307,True
17,2,True,21,23,16308,True
13,8,True,13,25,16309,True
13,8,True,16,25,16309,True
16,8,True,26,25,16309,True
21,8,True,,25,16310,
9,8,True,14,25,16311,True
14,8,True,15,25,16311,True
15,8,True,25,25,16311,True
8,11,True,13,20,16312,True
13,11,True,22,20,16312,True
18,11,True,23,20,16313,True
14,11,True,24,20,16314,True
17,10,True,27,24,16315,True
9,10,True,19,24,16316,True
19,10,True,20,24,16316,True
20,10,True,22,24,16316,True
10,10,True,14,24,16317,True
14,10,True,22,24,16317,True
10,10,True,12,24,16318,True
12,10,True,22,24,16318,True
6,4,True,16,25,16319,True
16,4,True,26,25,16319,True
18,4,True,28,25,16320,True
19,4,True,28,25,16321,True
14,8,True,14,25,16322,True
14,8,True,24,25,16322,True
12,8,True,16,25,16323,True
16,8,True,25,25,16323,True
10,8,True,12,25,16324,True
12,8,True,13,25,16324,True
13,8,True,16,25,16324,True
16,8,True,22,25,16324,True
10,8,True,13,25,16325,True
13,8,True,23,25,16325,True
8,10,True,10,21,16326,True
10,10,True,21,21,16326,True
8,10,True,18,21,16327,True
18,10,True,28,21,16327,True
13,10,True,20,21,16328,True
20,10,True,25,21,16328,True
6,10,True,10,21,16329,True
10,10,True,12,21,16329,True
12,10,True,14,21,16329,True
14,10,True,19,21,16329,True
19,10,True,29,21,16329,True
6,11,True,13,22,16330,True
13,11,True,23,22,16330,True
6,11,True,15,22,16331,True
15,11,True,25,22,16331,True
10,11,True,15,22,16332,True
15,11,True,18,22,16332,True
18,11,True,25,22,16332,True
10,11,True,20,22,16333,True
20,11,True,25,22,16333,True
12,11,True,13,22,16334,True
13,11,True,16,22,16334,True
16,11,True,18,22,16334,True
18,11,True,28,22,16334,True
18,9,True,19,17,16335,True
19,9,True,24,17,16335,True
10,9,True,20,17,16336,True
20,9,True,27,17,16336,True
10,9,True,19,17,16337,True
19,9,True,29,17,16337,True
10,9,True,13,17,16338,True
13,9,True,18,17,16338,True
18,9,True,28,17,16338,True
20,10,True,25,20,16339,True
10,10,True,18,20,16340,True
18,10,True,20,20,16340,True
20,10,True,24,20,16340,True
10,10,True,17,20,16341,True
17,10,True,20,20,16341,True
20,10,True,30,20,16341,True
17,10,True,18,20,16342,True
18,10,True,28,20,16342,True
10,10,True,21,24,16343,True
10,10,True,20,24,16344,True
20,10,True,26,24,16344,True
14,10,True,22,24,16345,True
17,10,True,22,24,16346,True
13,10,True,17,21,16347,True
17,10,True,20,21,16347,True
20,10,True,13,21,16347,True
13,10,True,17,21,16347,True
17,10,True,25,21,16347,True
19,10,True,23,21,16348,True
9,10,True,19,21,16349,True
19,10,True,20,21,16349,True
20,10,True,27,21,16349,True
7,10,True,9,19,16350,True
9,10,True,12,19,16350,True
12,10,True,18,19,16350,True
18,10,True,28,19,16350,True
19,10,True,29,19,16351,True
14,10,True,22,19,16352,True
10,10,True,21,19,16353,True
10,10,True,20,19,16354,True
20,10,True,30,19,16354,True
10,10,True,16,19,16355,True
16,10,True,17,19,16355,True
17,10,True,26,19,16355,True
10,10,True,17,19,16356,True
17,10,True,18,19,16356,True
18,10,True,20,19,16356,True
20,10,True,25,19,16356,True
17,10,True,27,19,16357,True
4,4,True,9,21,16358,True
9,4,True,19,21,16358,True
19,4,True,22,21,16358,True
4,4,True,8,21,16359,True
8,4,True,18,21,16359,True
18,4,True,26,21,16359,True
11,4,True,21,21,16360,True
12,4,True,18,21,16361,True
18,4,True,20,21,16361,True
20,4,True,23,21,16361,True
18,4,True,19,17,16362,True
19,4,True,29,17,16362,True
12,4,True,18,17,16363,True
18,4,True,25,17,16363,True
18,4,True,14,17,16364,True
14,4,True,24,17,16364,True
12,2,True,22,20,16365,True
10,2,True,21,20,16366,True
9,2,True,11,20,16367,True
11,2,True,21,20,16367,True
9,2,True,19,20,16368,True
19,2,True,29,20,16368,True
14,6,True,14,22,16369,True
14,6,True,19,22,16369,True
19,6,True,21,22,16369,True
21,6,True,,22,16370,
14,6,True,20,22,16371,True
20,6,True,29,22,16371,True
21,10,True,,24,16372,
7,10,True,13,24,16373,True
13,10,True,14,24,16373,True
14,10,True,24,24,16373,True
15,10,True,12,24,16374,True
12,10,True,22,24,16374,True
20,10,True,29,24,16375,True
13,10,True,16,24,16376,True
16,10,True,18,24,16376,True
18,10,True,27,24,16376,True
10,10,True,13,24,16377,True
13,10,True,15,24,16377,True
15,10,True,21,24,16377,True
10,10,True,13,24,16378,True
13,10,True,20,24,16378,True
20,10,True,29,24,16378,True
10,4,True,19,19,16379,True
19,4,True,26,19,16379,True
10,4,True,12,19,16380,True
12,4,True,22,19,16380,True
15,4,True,20,19,16381,True
20,4,True,13,19,16381,True
13,4,True,23,19,16381,True
10,4,True,14,19,16382,True
14,4,True,24,19,16382,True
17,8,True,27,19,16383,True
14,8,True,24,19,16384,True
17,8,True,20,19,16385,True
20,8,True,30,19,16385,True
6,3,True,14,19,16386,True
14,3,True,22,19,16386,True
15,3,True,22,19,16387,True
8,3,True,12,19,16388,True
12,3,True,22,19,16388,True
15,2,True,19,17,16389,True
19,2,True,24,17,16389,True
21,2,True,,17,16390,
14,2,True,21,17,16391,True
14,3,True,22,19,16392,True
11,3,True,17,19,16393,True
17,3,True,22,19,16393,True
12,3,True,21,19,16394,True
12,10,True,22,17,16395,True
21,10,True,,17,16396,
20,10,True,21,17,16397,True
19,10,True,23,23,16398,True
9,10,True,19,23,16399,True
19,10,True,29,23,16399,True
12,10,True,14,23,16400,True
14,10,True,16,23,16400,True
16,10,True,19,23,16400,True
19,10,True,27,23,16400,True
19,11,True,29,18,16401,True
15,11,True,25,18,16402,True
11,11,True,15,18,16403,True
15,11,True,25,18,16403,True
20,7,True,23,17,16404,True
17,7,True,23,17,16405,True
18,7,True,28,17,16406,True
7,10,True,11,22,16407,True
11,10,True,19,22,16407,True
19,10,True,20,22,16407,True
20,10,True,30,22,16407,True
13,10,True,14,22,16408,True
14,10,True,20,22,16408,True
20,10,True,30,22,16408,True
11,10,True,12,22,16409,True
12,10,True,20,22,16409,True
20,10,True,30,22,16409,True
6,10,True,16,20,16410,True
16,10,True,20,20,16410,True
20,10,True,30,20,16410,True
13,10,True,13,20,16411,True
13,10,True,14,20,16411,True
14,10,True,15,20,16411,True
15,10,True,22,20,16411,True
9,10,True,18,20,16412,True
18,10,True,28,20,16412,True
7,5,True,14,17,16413,True
14,5,True,24,17,16413,True
20,5,True,22,17,16414,True
10,5,True,18,17,16415,True
18,5,True,19,17,16415,True
19,5,True,27,17,16415,True
10,5,True,20,17,16416,True
20,5,True,22,17,16416,True
11,7,True,14,17,16417,True
14,7,True,23,17,16417,True
19,7,True,19,17,16418,True
19,7,True,29,17,16418,True
20,7,True,30,17,16419,True
15,10,True,25,23,16420,True
17,10,True,27,23,16421,True
5,10,True,12,23,16422,True
12,10,True,13,23,16422,True
13,10,True,14,23,16422,True
14,10,True,17,23,16422,True
17,10,True,22,23,16422,True
5,10,True,9,23,16423,True
9,10,True,20,23,16423,True
20,10,True,20,23,16423,True
20,10,True,30,23,16423,True
13,4,True,15,17,16424,True
15,4,True,18,17,16424,True
18,4,True,25,17,16424,True
13,4,True,23,17,16425,True
16,4,True,24,17,16426,True
14,10,True,19,20,16427,True
19,10,True,22,20,16427,True
20,10,True,17,20,16428,True
17,10,True,18,20,16428,True
18,10,True,26,20,16428,True
18,10,True,28,20,16429,True
17,10,True,19,21,16430,True
19,10,True,29,21,16430,True
13,10,True,14,21,16431,True
14,10,True,18,21,16431,True
18,10,True,17,21,16431,True
17,10,True,20,21,16431,True
20,10,True,25,21,16431,True
13,10,True,19,21,16432,True
19,10,True,27,21,16432,True
20,5,True,21,19,16433,True
10,5,True,20,19,16434,True
20,5,True,26,19,16434,True
10,5,True,20,19,16435,True
20,5,True,28,19,16435,True
15,5,True,17,19,16436,True
17,5,True,24,19,16436,True
13,8,True,20,18,16437,True
20,8,True,30,18,16437,True
16,8,True,17,18,16438,True
17,8,True,15,18,16438,True
15,8,True,23,18,16438,True
15,8,True,19,18,16439,True
19,8,True,29,18,16439,True
11,3,True,14,20,16440,True
14,3,True,24,20,16440,True
9,3,True,18,20,16441,True
18,3,True,28,20,16441,True
18,3,True,24,20,16442,True
17,9,True,15,19,16443,True
15,9,True,25,19,16443,True
17,9,True,23,19,16444,True
15,9,True,18,19,16445,True
18,9,True,27,19,16445,True
10,11,True,20,21,16446,True
20,11,True,25,21,16446,True
12,11,True,19,21,16447,True
19,11,True,25,21,16447,True
18,11,True,21,21,16448,True
9,8,True,19,18,16449,True
19,8,True,29,18,16449,True
14,8,True,24,18,16450,True
13,8,True,15,18,16451,True
15,8,True,20,18,16451,True
20,8,True,23,18,16451,True
18,9,True,20,23,16452,True
20,9,True,26,23,16452,True
19,9,True,17,23,16453,True
17,9,True,18,23,16453,True
18,9,True,26,23,16453,True
12,9,True,16,23,16454,True
16,9,True,22,23,16454,True
10,10,True,20,17,16455,True
20,10,True,30,17,16455,True
14,10,True,24,17,16456,True
20,10,True,19,17,16457,True
19,10,True,26,17,16457,True
12,4,True,17,26,16458,True
17,4,True,27,26,16458,True
21,4,True,,26,16459,
19,4,True,29,26,16460,True
12,5,True,15,23,16461,True
15,5,True,18,23,16461,True
18,5,True,24,23,16461,True
14,5,True,20,23,16462,True
20,5,True,30,23,16462,True
15,5,True,12,23,16463,True
12,5,True,20,23,16463,True
20,5,True,22,23,16463,True
12,9,True,15,20,16464,True
15,9,True,25,20,16464,True
13,9,True,23,20,16465,True
16,9,True,26,20,16466,True
11,11,True,14,18,16467,True
14,11,True,24,18,16467,True
12,11,True,22,18,16468,True
21,11,True,,18,16469,
12,10,True,13,21,16470,True
13,10,True,18,21,16470,True
18,10,True,28,21,16470,True
15,10,True,23,21,16471,True
10,10,True,19,21,16472,True
19,10,True,29,21,16472,True
10,10,True,16,21,16473,True
16,10,True,26,21,16473,True
18,2,True,28,25,16474,True
16,2,True,20,25,16475,True
20,2,True,29,25,16475,True
18,2,True,18,25,16476,True
18,2,True,22,25,16476,True
11,4,True,21,23,16477,True
7,4,True,18,23,16478,True
18,4,True,14,23,16478,True
14,4,True,21,23,16478,True
16,4,True,17,23,16479,True
17,4,True,20,23,16479,True
20,4,True,30,23,16479,True
10,7,True,21,21,16480,True
10,7,True,19,21,16481,True
19,7,True,27,21,16481,True
10,7,True,12,21,16482,True
12,7,True,19,21,16482,True
19,7,True,26,21,16482,True
13,7,True,18,21,16483,True
18,7,True,12,21,16483,True
12,7,True,19,21,16483,True
19,7,True,29,21,16483,True
17,3,True,22,26,16484,True
18,3,True,27,26,16485,True
8,3,True,15,26,16486,True
15,3,True,25,26,16486,True
18,10,True,15,20,16487,True
15,10,True,25,20,16487,True
13,10,True,23,20,16488,True
15,10,True,18,20,16489,True
18,10,True,27,20,16489,True
21,3,True,,18,16490,
16,3,True,21,18,16491,True
14,3,True,24,18,16492,True
17,3,True,18,26,16493,True
18,3,True,17,26,16493,True
17,3,True,27,26,16493,True
14,3,True,23,26,16494,True
5,3,True,15,26,16495,True
15,3,True,20,26,16495,True
20,3,True,27,26,16495,True
18,8,True,28,18,16496,True
13,8,True,21,18,16497,True
17,8,True,27,18,16498,True
9,6,True,11,18,16499,True
11,6,True,17,18,16499,True
17,6,True,27,18,16499,True
10,6,True,20,18,16500,True
20,6,True,21,18,16500,True
10,6,True,15,18,16501,True
15,6,True,23,18,16501,True
16,6,True,26,18,16502,True
13,8,True,17,18,16503,True
17,8,True,27,18,16503,True
17,8,True,18,18,16504,True
18,8,True,28,18,16504,True
17,8,True,27,18,16505,True
21,10,True,,21,16506,
18,10,True,20,21,16507,True
20,10,True,22,21,16507,True
10,10,True,18,21,16508,True
18,10,True,28,21,16508,True
13,6,True,23,23,16509,True
12,6,True,22,23,16510,True
11,6,False,20,23,16511,True
20,6,True,20,23,16511,True
20,6,True,28,23,16511,True
11,6,False,21,23,16512,True
8,9,True,19,17,16513,True
19,9,True,14,17,16513,True
14,9,True,18,17,16513,True
18,9,True,24,17,16513,True
17,9,True,26,17,16514,True
12,9,True,20,17,16515,True
20,9,True,30,17,16515,True
13,3,True,18,24,16516,True
18,3,True,19,24,16516,True
19,3,True,14,24,16516,True
14,3,True,24,24,16516,True
13,3,True,23,24,16517,True
13,3,True,21,24,16518,True
14,7,True,15,24,16519,True
15,7,True,17,24,16519,True
17,7,True,19,24,16519,True
19,7,True,20,24,16519,True
20,7,True,26,24,16519,True
13,7,True,13,24,16520,True
13,7,True,22,24,16520,True
6,7,True,9,24,16521,True
9,7,True,11,24,16521,True
11,7,True,16,24,16521,True
16,7,True,26,24,16521,True
6,7,True,11,24,16522,True
11,7,True,21,24,16522,True
12,2,True,20,19,16523,True
20,2,True,27,19,16523,True
10,2,True,19,19,16524,True
19,2,True,27,19,16524,True
10,2,True,20,19,16525,True
20,2,True,25,19,16525,True
12,2,True,19,19,16526,True
19,2,True,29,19,16526,True
17,11,True,20,21,16527,True
20,11,True,29,21,16527,True
10,11,True,18,21,16528,True
18,11,True,28,21,16528,True
10,11,True,18,21,16529,True
18,11,True,20,21,16529,True
